0	2
0	9
0	13
0	27
0	32
0	34
0	40
0	42
0	50
0	71
0	73
0	106
0	125
0	137
0	141
0	266
0	284
0	455
0	562
0	955
1	21
1	55
1	64
1	65
1	158
1	268
1	386
1	399
1	758
2	0
2	512
2	673
2	781
3	362
3	376
3	442
3	759
4	17
4	32
4	191
4	232
4	253
4	274
4	281
4	330
4	446
4	511
5	313
6	14
6	80
6	582
6	616
7	0
7	262
8	10
8	18
8	158
8	192
8	250
8	297
8	345
8	377
8	443
8	644
9	34
9	788
10	126
10	549
11	865
12	254
12	570
16	2
16	11
16	53
16	127
16	147
16	203
16	204
16	267
16	508
16	849
16	880
17	71
17	74
17	102
17	532
17	535
17	598
18	40
18	43
18	102
18	137
18	188
18	281
18	516
18	788
19	17
19	143
19	219
19	505
20	32
20	36
20	142
20	595
20	815
21	20
21	275
21	318
21	509
21	566
22	221
22	735
24	70
24	173
24	879
26	251
26	320
26	504
26	672
28	36
28	63
28	410
28	511
28	650
28	664
31	0
31	731
32	33
32	36
32	73
32	104
32	502
32	530
32	578
32	655
32	937
32	986
33	16
33	17
33	102
33	127
33	414
33	512
33	563
34	0
34	2
34	119
34	391
35	29
35	155
35	647
36	127
36	256
36	280
36	319
36	442
37	252
38	67
38	531
38	656
39	5
40	35
40	180
40	258
40	268
40	281
40	406
40	504
41	203
41	218
42	16
42	414
43	295
47	13
47	72
47	752
48	250
48	598
49	86
50	162
51	135
51	299
52	128
52	256
53	381
53	763
55	252
55	289
57	129
57	207
57	367
59	533
63	4
63	18
63	37
63	51
63	162
63	250
63	757
63	765
64	59
64	317
64	648
64	750
65	14
65	16
65	39
65	128
65	339
65	479
66	79
66	125
66	447
66	659
67	1
67	14
67	17
67	133
67	276
67	400
67	504
68	0
69	0
69	550
71	196
71	277
71	440
71	500
72	67
72	290
73	55
73	274
73	406
73	546
73	939
74	1
74	96
75	94
75	849
79	52
79	385
79	878
80	564
80	695
80	906
80	955
82	18
82	146
82	949
83	8
83	17
84	518
86	280
86	555
90	88
91	142
93	391
94	201
94	270
94	281
95	11
96	572
97	403
98	34
98	336
98	582
98	830
99	506
100	4
100	251
100	377
101	908
102	321
102	527
104	751
108	440
108	968
110	5
110	266
110	442
111	758
114	0
118	3
121	26
121	67
125	4
125	51
125	72
125	74
125	367
125	486
125	629
125	681
125	881
126	0
126	25
126	140
126	557
127	8
127	10
127	406
127	453
127	639
127	657
128	125
128	664
129	1
129	40
129	52
129	289
129	547
129	902
130	517
131	75
131	168
131	255
131	352
133	1
133	37
133	75
133	102
133	263
135	569
137	771
138	17
139	378
139	539
141	74
141	82
141	134
142	40
142	285
142	311
142	410
142	579
142	605
143	32
144	188
144	508
144	570
145	800
146	44
146	221
147	263
148	144
149	35
149	146
149	565
150	438
151	383
151	536
151	776
153	250
155	949
157	193
157	375
157	469
157	554
157	640
157	773
158	672
158	752
158	765
158	849
159	122
159	377
159	766
160	130
160	266
160	754
161	18
162	649
163	129
164	63
164	72
164	259
164	346
164	439
165	2
167	318
168	307
169	221
169	687
170	98
172	644
173	67
173	113
174	304
176	769
177	188
177	251
178	554
182	110
185	11
186	734
187	509
188	4
188	13
188	416
188	562
188	906
189	35
190	376
191	510
192	32
193	0
193	9
193	94
193	126
193	260
195	380
196	66
196	776
198	250
199	77
199	525
200	75
200	662
200	750
202	328
205	2
205	315
205	766
208	242
209	30
211	235
212	878
213	3
214	41
217	1
217	672
219	1
219	160
219	301
219	506
220	63
220	133
220	769
221	55
222	438
223	270
224	16
224	657
227	141
227	414
229	33
231	281
236	410
237	286
237	785
239	282
250	16
250	27
250	65
250	81
250	162
250	166
250	331
250	338
250	360
250	672
250	898
251	14
251	504
252	98
252	281
252	548
253	14
254	24
254	34
254	530
254	618
254	762
256	125
256	200
257	252
257	944
258	0
258	150
258	313
259	738
260	0
260	466
260	501
262	258
262	352
264	47
264	279
265	703
265	781
266	2
266	41
266	508
266	634
266	726
266	907
266	917
268	135
268	380
270	40
270	381
272	1
274	10
274	528
275	686
276	52
276	143
278	378
279	17
280	127
281	166
281	255
282	10
282	205
282	254
282	508
282	578
283	157
284	92
284	95
285	20
285	804
285	897
286	93
287	95
289	4
289	32
289	504
289	508
289	555
291	127
291	149
291	970
292	33
293	17
294	543
295	320
299	25
300	59
301	12
303	821
304	3
305	21
305	690
306	16
306	504
308	255
313	67
313	546
314	891
315	250
315	507
317	266
317	267
317	763
319	51
320	32
320	65
320	189
320	269
320	318
320	508
321	265
321	363
321	573
322	110
323	197
325	688
326	159
328	17
329	0
329	40
329	412
329	650
333	20
334	49
334	260
334	661
336	505
336	968
337	121
339	189
339	281
344	134
344	376
344	438
344	603
344	925
346	644
347	524
348	518
349	24
352	33
360	562
361	938
364	16
368	333
369	266
375	16
375	26
375	34
375	135
375	201
375	281
375	335
375	526
375	694
375	766
376	30
376	297
376	519
379	509
380	141
381	18
381	298
383	150
383	160
384	32
384	38
385	651
391	200
392	320
393	267
399	295
400	640
406	192
406	553
406	654
408	29
412	794
415	563
416	664
417	439
422	38
425	53
427	94
428	2
430	252
438	257
439	0
439	203
440	82
440	120
440	473
447	126
447	330
449	32
453	254
456	929
457	266
459	36
460	594
461	478
464	386
465	269
470	61
478	159
479	336
481	9
493	5
498	342
500	44
500	57
500	212
500	278
500	283
500	291
500	543
501	8
501	388
501	547
501	659
502	18
502	258
502	268
502	324
502	855
503	0
503	17
503	135
503	750
504	36
504	37
504	65
504	127
504	135
504	263
505	399
506	24
506	563
506	988
508	74
508	136
508	373
509	6
509	51
509	531
510	99
510	392
510	525
510	754
513	535
513	756
514	128
514	253
516	43
516	133
516	818
517	80
517	540
518	500
518	657
518	766
519	51
519	129
519	134
522	66
523	24
524	901
525	692
526	40
527	4
527	137
527	511
530	3
531	41
531	99
531	256
531	290
531	376
531	426
531	789
531	902
532	55
534	360
534	627
534	752
535	16
535	74
535	267
535	751
537	504
538	285
539	252
539	500
540	260
540	910
541	51
542	0
543	281
545	258
547	250
547	583
548	179
548	330
548	390
549	540
549	594
551	47
552	21
552	24
555	315
556	250
557	204
559	67
562	125
562	414
562	596
562	759
563	290
563	768
564	94
564	500
566	97
567	172
567	386
568	516
570	20
570	36
570	203
570	877
571	271
572	191
573	10
575	253
576	500
577	298
577	666
578	4
578	63
579	402
581	625
582	27
582	281
582	993
583	505
584	167
588	23
588	801
591	94
593	258
594	875
595	110
597	73
597	160
598	141
599	537
599	884
603	260
605	43
605	387
609	4
609	268
610	671
617	18
618	551
625	4
625	40
625	74
625	266
625	510
625	613
627	27
627	32
629	505
629	858
631	24
632	500
633	79
635	578
637	596
641	719
642	61
644	506
644	513
644	772
644	773
645	8
646	583
647	517
648	57
650	164
650	346
652	102
655	957
656	281
656	505
659	148
659	640
665	11
665	804
666	896
668	830
672	63
675	559
675	703
679	765
685	0
687	263
687	308
688	71
688	968
689	8
691	0
692	2
692	10
693	2
693	125
695	62
699	253
703	20
706	508
707	568
709	215
712	342
716	719
719	385
720	625
722	1
722	2
722	320
722	774
726	38
750	182
750	756
751	2
751	533
753	258
753	360
754	42
754	320
754	344
754	508
755	18
755	70
755	377
755	478
756	348
756	385
756	625
757	318
758	0
758	502
759	51
759	692
760	3
760	576
762	752
765	254
765	449
769	845
770	377
772	306
774	41
774	188
775	72
775	625
776	147
781	137
781	563
781	597
783	317
783	348
784	79
789	549
790	384
794	370
797	502
797	767
804	6
805	500
811	377
813	315
813	320
814	629
816	8
816	298
818	10
818	750
821	313
822	10
822	118
823	662
828	100
828	504
829	253
830	262
830	271
831	144
833	507
836	2
836	32
844	758
851	683
852	282
857	500
865	64
867	703
875	442
875	520
875	522
875	729
875	908
878	297
879	16
881	753
882	758
882	766
883	469
884	560
890	640
891	86
891	311
892	316
893	157
898	363
904	776
905	157
906	134
908	10
908	352
914	518
919	144
922	49
929	75
933	813
937	160
939	875
943	322
945	61
945	145
957	63
959	478
968	8
978	54
981	781
984	252
986	830
990	272
992	591
